pond_id,date_time,doy,meta_top,meta_bottom,thermocline,buoy_freq
B,6/28/2020 15:00,180,0,2,1.306422916,0.105654876
B,6/28/2020 15:30,180,0,2,1.30390668,0.105654876
B,6/28/2020 16:00,180,0,2,1.301305304,0.105654876
B,6/28/2020 16:30,180,0,2,1.301305304,0.105654876
B,6/28/2020 17:00,180,0,2,1.298614537,0.105654876
B,6/28/2020 17:30,180,0,2,1.301305304,0.105654876
B,6/28/2020 18:00,180,0,2,1.305817338,0.109886458
B,6/28/2020 18:30,180,0,2,1.305817338,0.109886458
B,6/28/2020 19:00,180,0,2,1.305817338,0.109886458
B,6/28/2020 19:30,180,0,2,1.305817338,0.109886458
B,6/28/2020 20:00,180,0,2,1.308156682,0.109886458
B,6/28/2020 20:30,180,0,2,1.308156682,0.109886458
B,6/28/2020 21:00,180,0,2,1.308156682,0.109886458
B,6/28/2020 21:30,180,0,2,1.30390668,0.105654876
B,6/28/2020 22:00,180,0,2,1.30390668,0.105654876
B,6/28/2020 22:30,180,0,2,1.30390668,0.105654876
B,6/28/2020 23:00,180,0,2,1.306422916,0.105654876
B,6/28/2020 23:30,180,0.141058142,2,1.306422916,0.105654876
B,6/29/2020 0:00,181,0.134215602,2,1.306422916,0.105654876
B,6/29/2020 0:30,181,0.138830689,2,1.306422916,0.105654876
B,6/29/2020 1:00,181,0.143506757,2,1.306422916,0.105654876
B,6/29/2020 1:30,181,0.152702195,2,1.306932404,0.109599957
B,6/29/2020 2:00,181,0.152742842,2,1.306932404,0.109599957
B,6/29/2020 2:30,181,0.181000376,2,1.306932404,0.109599957
B,6/29/2020 3:00,181,0.18108284,2,1.306932404,0.109599957
B,6/29/2020 3:30,181,0.180848537,2,1.306422916,0.105654876
B,6/29/2020 4:00,181,0.386283293,2,1.309185093,0.109599957
B,6/29/2020 4:30,181,0.389114609,2,1.308885607,0.105654876
B,6/29/2020 5:00,181,0.393869315,2,1.308885607,0.105654876
B,6/29/2020 5:30,181,0.451798645,2,1.3044915,0.101479219
B,6/29/2020 6:00,181,0.403351987,2,1.308885607,0.105654876
B,6/29/2020 6:30,181,0.403313611,2,1.307164142,0.101479219
B,6/29/2020 7:00,181,0.403313611,2,1.307164142,0.101479219
B,6/29/2020 7:30,181,0.403313611,2,1.311282879,0.105654876
B,6/29/2020 8:00,181,0.403313611,2,1.305850695,0.101479219
B,6/29/2020 8:30,181,0.181823569,2,1.309988386,0.105654876
B,6/29/2020 9:00,181,0,2,1.309988386,0.105654876
B,6/29/2020 9:30,181,0,2,1.309988386,0.105654876
B,6/29/2020 10:00,181,0,2,1.309988386,0.105654876
B,6/29/2020 10:30,181,0,2,1.309988386,0.105654876
B,6/29/2020 11:00,181,0,2,1.307626289,0.105654876
B,6/29/2020 11:30,181,0,2,1.307626289,0.105654876
B,6/29/2020 12:00,181,0,2,1.307626289,0.105654876
B,6/29/2020 12:30,181,0,2,1.305201052,0.105654876
B,6/29/2020 13:00,181,0,2,1.309216833,0.109886458
B,6/29/2020 13:30,181,0,2,1.309216833,0.109886458
B,6/29/2020 14:00,181,0,2,1.304675493,0.109886458
B,6/29/2020 14:30,181,0,2,1.304675493,0.109886458
B,6/29/2020 15:00,181,0,2,1.30632808,0.11407724
B,6/29/2020 15:30,181,0,2,1.308488688,0.11407724
B,6/29/2020 16:00,181,0,2,1.308488688,0.11407724
B,6/29/2020 16:30,181,0,2,1.304127485,0.11407724
B,6/29/2020 17:00,181,0,2,1.2973651,0.109886458
B,6/29/2020 17:30,181,0,2,1.30185997,0.11407724
B,6/29/2020 18:00,181,0,2,1.30185997,0.11407724
B,6/29/2020 18:30,181,0,2,1.304127485,0.11407724
B,6/29/2020 19:00,181,0,2,1.304127485,0.11407724
B,6/29/2020 19:30,181,0,2,1.304127485,0.11407724
B,6/29/2020 20:00,181,0,2,1.30632808,0.11407724
B,6/29/2020 20:30,181,0,2,1.30632808,0.11407724
B,6/29/2020 21:00,181,0,2,1.30632808,0.11407724
B,6/29/2020 21:30,181,0,2,1.302297056,0.109886458
B,6/29/2020 22:00,181,0,2,1.302297056,0.109886458
B,6/29/2020 22:30,181,0,2,1.302297056,0.109886458
B,6/29/2020 23:00,181,0,2,1.304675493,0.109886458
B,6/29/2020 23:30,181,0,2,1.304675493,0.109886458
B,6/30/2020 0:00,182,0,2,1.308488688,0.11407724
B,6/30/2020 0:30,182,0.140958877,2,1.304675493,0.109886458
B,6/30/2020 1:00,182,0.134188613,2,1.304675493,0.109886458
B,6/30/2020 1:30,182,0.136042728,2,1.304675493,0.109886458
B,6/30/2020 2:00,182,0,2,1.304675493,0.109886458
B,6/30/2020 2:30,182,0,2,1.304675493,0.109886458
B,6/30/2020 3:00,182,0.152620682,2,1.304675493,0.109886458
B,6/30/2020 3:30,182,0.15289711,2,1.304675493,0.109886458
B,6/30/2020 4:00,182,0.180835006,2,1.308488688,0.11407724
B,6/30/2020 4:30,182,0.179980366,2,1.304675493,0.109886458
B,6/30/2020 5:00,182,0.386207762,2,1.304675493,0.109886458
B,6/30/2020 5:30,182,0.386224346,2,1.306981024,0.109886458
B,6/30/2020 6:00,182,0.386224346,2,1.306981024,0.109886458
B,6/30/2020 6:30,182,0.389032865,2,1.306981024,0.109886458
B,6/30/2020 7:00,182,0.389032865,2,1.306981024,0.109886458
B,6/30/2020 7:30,182,0.180848537,2,1.306981024,0.109886458
B,6/30/2020 8:00,182,0.393678988,2,1.303951289,0.105934305
B,6/30/2020 8:30,182,0,2,1.303951289,0.105934305
B,6/30/2020 9:00,182,0,2,1.302769772,0.105934305
B,6/30/2020 9:30,182,0,2,1.302769772,0.105934305
B,6/30/2020 10:00,182,0,2,1.301786928,0.101929171
B,6/30/2020 10:30,182,0,2,1.30646045,0.106119105
B,6/30/2020 11:00,182,0,2,1.30646045,0.106119105
B,6/30/2020 11:30,182,0,2,1.30809682,0.11029227
B,6/30/2020 12:00,182,0,2,1.303919334,0.106119105
B,6/30/2020 12:30,182,0,2,1.311690714,0.114497186
B,6/30/2020 13:00,182,0,2,1.301321626,0.106119105
B,6/30/2020 13:30,182,0,2,1.301321626,0.106119105
B,6/30/2020 14:00,182,0,2,1.301321626,0.106119105
B,6/30/2020 14:30,182,0,2,1.298634769,0.106119105
B,6/30/2020 15:00,182,0,2,1.305756439,0.11029227
B,6/30/2020 15:30,182,0,2,1.303340849,0.11029227
B,6/30/2020 16:00,182,0,2,1.303340849,0.11029227
B,6/30/2020 16:30,182,0,2,1.304085386,0.114298255
B,6/30/2020 17:00,182,0,2,1.304085386,0.114298255
B,6/30/2020 17:30,182,0,2,1.304085386,0.114298255
B,6/30/2020 18:00,182,0,2,1.304085386,0.114298255
B,6/30/2020 18:30,182,0,2,1.304085386,0.114298255
B,6/30/2020 19:00,182,0,2,1.303340849,0.11029227
B,6/30/2020 19:30,182,0,2,1.304085386,0.114298255
B,6/30/2020 20:00,182,0.143520102,2,1.304085386,0.114298255
B,6/30/2020 20:30,182,0,2,1.304085386,0.114298255
B,6/30/2020 21:00,182,0.138769249,2,1.302290852,0.110124666
B,6/30/2020 21:30,182,0.14339839,2,1.302290852,0.110124666
B,6/30/2020 22:00,182,0.152617703,2,1.302290852,0.110124666
B,6/30/2020 22:30,182,0.277795011,2,1.302290852,0.110124666
B,6/30/2020 23:00,182,0.38429129,2,1.302290852,0.110124666
B,6/30/2020 23:30,182,0.386149318,2,1.306298423,0.114298255
B,7/1/2020 0:00,183,0.277917503,2,1.302290852,0.110124666
B,7/1/2020 0:30,183,0.179980366,2,1.302290852,0.110124666
B,7/1/2020 1:00,183,0.393659028,2,1.302290852,0.110124666
B,7/1/2020 1:30,183,0.402982722,2,1.302290852,0.110124666
B,7/1/2020 2:00,183,0.403024076,2,1.30465443,0.110124666
B,7/1/2020 2:30,183,0.237498401,2,1.30465443,0.110124666
B,7/1/2020 3:00,183,0.630449271,2,1.30465443,0.110124666
B,7/1/2020 3:30,183,0.431014603,2,1.306971714,0.110124666
B,7/1/2020 4:00,183,0.6306319,2,1.306971714,0.110124666
B,7/1/2020 4:30,183,0.630825755,2,1.309218718,0.110124666
B,7/1/2020 5:00,183,0.431823569,2,1.311398476,0.110124666
B,7/1/2020 5:30,183,0.631031893,2,1.311398476,0.110124666
B,7/1/2020 6:00,183,0.631031893,2,1.311398476,0.110124666
B,7/1/2020 6:30,183,0.63125412,2,1.312319248,0.110124666
B,7/1/2020 7:00,183,0.63104475,2,1.308425388,0.101929171
B,7/1/2020 7:30,183,0.63125412,2,1.312303486,0.106119105
B,7/1/2020 8:00,183,0.63125412,2,1.312303486,0.106119105
B,7/1/2020 8:30,183,0.431669627,2,1.314543429,0.106119105
B,7/1/2020 9:00,183,0.431669627,2,1.314381337,0.110124666
B,7/1/2020 9:30,183,0.431669627,2,1.314381337,0.110124666
B,7/1/2020 10:00,183,0.403313611,2,1.314381337,0.110124666
B,7/1/2020 10:30,183,0,2,1.314381337,0.110124666
B,7/1/2020 11:00,183,0,2,1.314381337,0.110124666
B,7/1/2020 11:30,183,0,2,1.312319248,0.110124666
B,7/1/2020 12:00,183,0,2,1.312319248,0.110124666
B,7/1/2020 12:30,183,0,2,1.312319248,0.110124666
B,7/1/2020 13:00,183,0,2,1.312319248,0.110124666
B,7/1/2020 13:30,183,0,2,1.312319248,0.110124666
B,7/1/2020 14:00,183,0,2,1.310207634,0.110124666
B,7/1/2020 14:30,183,0,2,1.310207634,0.110124666
B,7/1/2020 15:00,183,0,2,1.3114633,0.114298255
B,7/1/2020 15:30,183,0,2,1.309439446,0.114298255
B,7/1/2020 16:00,183,0,2,1.309439446,0.114298255
B,7/1/2020 16:30,183,0,2,1.307356659,0.114298255
B,7/1/2020 17:00,183,0,2,1.310675708,0.1185036
B,7/1/2020 17:30,183,0,2,1.3087327,0.1185036
B,7/1/2020 18:00,183,0,2,1.310675708,0.1185036
B,7/1/2020 18:30,183,0,2,1.305236816,0.114298255
B,7/1/2020 19:00,183,0,2,1.305236816,0.114298255
B,7/1/2020 19:30,183,0,2,1.307356659,0.114298255
B,7/1/2020 20:00,183,0,2,1.307356659,0.114298255
B,7/1/2020 20:30,183,0,2,1.307356659,0.114298255
B,7/1/2020 21:00,183,0,2,1.309439446,0.114298255
B,7/1/2020 21:30,183,0,2,1.309439446,0.114298255
B,7/1/2020 22:00,183,0,2,1.309655971,0.118251248
B,7/1/2020 22:30,183,0,2,1.309655971,0.118251248
B,7/1/2020 23:00,183,0,2,1.309655971,0.118251248
B,7/1/2020 23:30,183,0,2,1.309655971,0.118251248
B,7/2/2020 0:00,184,0,2,1.309655971,0.118251248
B,7/2/2020 0:30,184,0.153024213,2,1.309655971,0.118251248
B,7/2/2020 1:00,184,0,2,1.309655971,0.118251248
B,7/2/2020 1:30,184,0.181000376,2,1.311535919,0.118251248
B,7/2/2020 2:00,184,0.18108284,2,1.311535919,0.118251248
B,7/2/2020 2:30,184,0.180848537,2,1.3114633,0.114298255
B,7/2/2020 3:00,184,0.1812492,2,1.308057138,0.110124666
B,7/2/2020 3:30,184,0.237833724,2,1.3114633,0.114298255
B,7/2/2020 4:00,184,0.630825755,2,1.308057138,0.110124666
B,7/2/2020 4:30,184,0.431823569,2,1.310207634,0.110124666
B,7/2/2020 5:00,184,0.631031893,2,1.310207634,0.110124666
B,7/2/2020 5:30,184,0.63125412,2,1.312319248,0.110124666
B,7/2/2020 6:00,184,0.656524966,2,1.311144451,0.110124666
B,7/2/2020 6:30,184,0.65746929,2,1.313180753,0.110124666
B,7/2/2020 7:00,184,0.65746929,2,1.313180753,0.110124666
B,7/2/2020 7:30,184,0.631748883,2,1.315159477,0.110124666
B,7/2/2020 8:00,184,0.631748883,2,1.315159477,0.110124666
B,7/2/2020 8:30,184,0.631748883,2,1.315159477,0.110124666
B,7/2/2020 9:00,184,0,2,1.315159477,0.110124666
B,7/2/2020 9:30,184,0,2,1.315159477,0.110124666
B,7/2/2020 10:00,184,0,2,1.315159477,0.110124666
B,7/2/2020 10:30,184,0,2,1.317906618,0.114298255
B,7/2/2020 11:00,184,0,2,1.316086128,0.114298255
B,7/2/2020 11:30,184,0,2,1.316086128,0.114298255
B,7/2/2020 12:00,184,0,2,1.316920445,0.1185036
B,7/2/2020 12:30,184,0,2,1.315156029,0.1185036
B,7/2/2020 13:00,184,0,2,1.315156029,0.1185036
B,7/2/2020 13:30,184,0,2,1.317698626,0.122765203
B,7/2/2020 14:00,184,0,2,1.314338796,0.122765203
B,7/2/2020 14:30,184,0,2,1.312593185,0.122765203
B,7/2/2020 15:00,184,0,2,1.310821926,0.122765203
B,7/2/2020 15:30,184,0,2,1.310821926,0.122765203
B,7/2/2020 16:00,184,0,2,1.309003791,0.122765203
B,7/2/2020 16:30,184,0,2,1.30998642,0.122765203
B,7/2/2020 17:00,184,0,2,1.30998642,0.122765203
B,7/2/2020 17:30,184,0,2,1.30998642,0.122765203
B,7/2/2020 18:00,184,0,2,1.30998642,0.122765203
B,7/2/2020 18:30,184,0,2,1.30998642,0.122765203
B,7/2/2020 19:00,184,0,2,1.30998642,0.122765203
B,7/2/2020 19:30,184,0,2,1.30998642,0.122765203
B,7/2/2020 20:00,184,0,2,1.30998642,0.122765203
B,7/2/2020 20:30,184,0,2,1.311825032,0.122765203
B,7/2/2020 21:00,184,0,2,1.311825032,0.122765203
B,7/2/2020 21:30,184,0,2,1.311825032,0.122765203
B,7/2/2020 22:00,184,0,2,1.3087327,0.1185036
B,7/2/2020 22:30,184,0,2,1.3087327,0.1185036
B,7/2/2020 23:00,184,0,2,1.3087327,0.1185036
B,7/2/2020 23:30,184,0,2,1.3087327,0.1185036
B,7/3/2020 0:00,185,0,2,1.3087327,0.1185036
B,7/3/2020 0:30,185,0,2,1.307715867,0.1185036
B,7/3/2020 1:00,185,0,2,1.307715867,0.1185036
B,7/3/2020 1:30,185,0,2,1.307715867,0.1185036
B,7/3/2020 2:00,185,0,2,1.307715867,0.1185036
B,7/3/2020 2:30,185,0.14358258,2,1.307715867,0.1185036
B,7/3/2020 3:00,185,0,2,1.309414995,0.114497186
B,7/3/2020 3:30,185,0.138770076,2,1.309414995,0.114497186
B,7/3/2020 4:00,185,0,2,1.309414995,0.114497186
B,7/3/2020 4:30,185,0.179738557,2,1.309414995,0.114497186
B,7/3/2020 5:00,185,0.180753493,2,1.30470249,0.11029227
B,7/3/2020 5:30,185,0.386165736,2,1.308336156,0.114497186
B,7/3/2020 6:00,185,0.389011216,2,1.30470249,0.11029227
B,7/3/2020 6:30,185,0.181000376,2,1.30470249,0.11029227
B,7/3/2020 7:00,185,0.18108284,2,1.30470249,0.11029227
B,7/3/2020 7:30,185,0.18108284,2,1.30470249,0.11029227
B,7/3/2020 8:00,185,0.18108284,2,1.30470249,0.11029227
B,7/3/2020 8:30,185,0,2,1.30470249,0.11029227
B,7/3/2020 9:00,185,0,2,1.30470249,0.11029227
B,7/3/2020 9:30,185,0,2,1.308336156,0.114497186
B,7/3/2020 10:00,185,0,2,1.306290849,0.114497186
B,7/3/2020 10:30,185,0,2,1.306290849,0.114497186
B,7/3/2020 11:00,185,0,2,1.306290849,0.114497186
B,7/3/2020 11:30,185,0,2,1.304186266,0.114497186
B,7/3/2020 12:00,185,0,2,1.3057695,0.118758355
B,7/3/2020 12:30,185,0,2,1.308992608,0.122978376
B,7/3/2020 13:00,185,0,2,1.307146536,0.122978376
B,7/3/2020 13:30,185,0,2,1.305229166,0.122978376
B,7/3/2020 14:00,185,0,2,1.302615234,0.11901075
B,7/3/2020 14:30,185,0,2,1.302615234,0.11901075
B,7/3/2020 15:00,185,0,2,1.30049203,0.11901075
B,7/3/2020 15:30,185,0,2,1.30049203,0.11901075
B,7/3/2020 16:00,185,0,2,1.298281983,0.11901075
B,7/3/2020 16:30,185,0,2,1.298281983,0.11901075
B,7/3/2020 17:00,185,0,2,1.298281983,0.11901075
B,7/3/2020 17:30,185,0,2,1.298281983,0.11901075
B,7/3/2020 18:00,185,0,2,1.296057415,0.11901075
B,7/3/2020 18:30,185,0,2,1.29929219,0.122978376
B,7/3/2020 19:00,185,0,2,1.29929219,0.122978376
B,7/3/2020 19:30,185,0,2,1.296057415,0.11901075
B,7/3/2020 20:00,185,0,2,1.298281983,0.11901075
B,7/3/2020 20:30,185,0,2,1.29929219,0.122978376
B,7/3/2020 21:00,185,0,2,1.298281983,0.11901075
B,7/3/2020 21:30,185,0,2,1.298281983,0.11901075
B,7/3/2020 22:00,185,0,2,1.298281983,0.11901075
B,7/3/2020 22:30,185,0,2,1.298281983,0.11901075
B,7/3/2020 23:00,185,0,2,1.30049203,0.11901075
B,7/3/2020 23:30,185,0,2,1.292927583,0.114791155
B,7/4/2020 0:00,186,0,2,1.29532029,0.114791155
B,7/4/2020 0:30,186,0,2,1.29532029,0.114791155
B,7/4/2020 1:00,186,0,2,1.293818621,0.110794068
B,7/4/2020 1:30,186,0,2,1.293818621,0.110794068
B,7/4/2020 2:00,186,0.17910447,2,1.293818621,0.110794068
B,7/4/2020 2:30,186,0,2,1.293818621,0.110794068
B,7/4/2020 3:00,186,0.179645833,2,1.292907899,0.110794068
B,7/4/2020 3:30,186,0.179725497,2,1.299842398,0.115013234
B,7/4/2020 4:00,186,0.179885287,2,1.295379673,0.110794068
B,7/4/2020 4:30,186,0.180590022,2,1.295379673,0.110794068
B,7/4/2020 5:00,186,0.236506986,2,1.295379673,0.110794068
B,7/4/2020 5:30,186,0.430835006,2,1.297789657,0.110794068
B,7/4/2020 6:00,186,0.630084796,2,1.297789657,0.110794068
B,7/4/2020 6:30,186,0.630246536,2,1.300179691,0.110794068
B,7/4/2020 7:00,186,0.630415663,2,1.302471858,0.110794068
B,7/4/2020 7:30,186,0.652769312,2,1.302471858,0.110794068
B,7/4/2020 8:00,186,0.630595782,2,1.303661319,0.110794068
B,7/4/2020 8:30,186,0.630595782,2,1.303661319,0.110794068
B,7/4/2020 9:00,186,0,2,1.303661319,0.110794068
B,7/4/2020 9:30,186,0,2,1.303661319,0.110794068
B,7/4/2020 10:00,186,0,2,1.307295623,0.115013234
B,7/4/2020 10:30,186,0,2,1.307295623,0.115013234
B,7/4/2020 11:00,186,0,2,1.3052797,0.115013234
B,7/4/2020 11:30,186,0,2,1.308598884,0.119215451
B,7/4/2020 12:00,186,0,2,1.306703391,0.119215451
B,7/4/2020 12:30,186,0,2,1.308003201,0.123498572
B,7/4/2020 13:00,186,0,2,1.308003201,0.123498572
B,7/4/2020 13:30,186,0,2,1.306179769,0.123498572
B,7/4/2020 14:00,186,0,2,1.304318628,0.123498572
B,7/4/2020 14:30,186,0,2,1.303723998,0.119516799
B,7/4/2020 15:00,186,0,2,1.301642974,0.119516799
B,7/4/2020 15:30,186,0,2,1.305188526,0.123758084
B,7/4/2020 16:00,186,0,2,1.30127932,0.123758084
B,7/4/2020 16:30,186,0,2,1.30127932,0.123758084
B,7/4/2020 17:00,186,0,2,1.30127932,0.123758084
B,7/4/2020 17:30,186,0,2,1.30127932,0.123758084
B,7/4/2020 18:00,186,0,2,1.30127932,0.123758084
B,7/4/2020 18:30,186,0,2,1.30127932,0.123758084
B,7/4/2020 19:00,186,0,2,1.30127932,0.123758084
B,7/4/2020 19:30,186,0,2,1.30127932,0.123758084
B,7/4/2020 20:00,186,0,2,1.30127932,0.123758084
B,7/4/2020 20:30,186,0,2,1.303265806,0.123758084
B,7/4/2020 21:00,186,0,2,1.303265806,0.123758084
B,7/4/2020 21:30,186,0,2,1.30238099,0.123758084
B,7/4/2020 22:00,186,0,2,1.30238099,0.123758084
B,7/4/2020 22:30,186,0,2,1.30238099,0.123758084
B,7/4/2020 23:00,186,0,2,1.297568143,0.115481722
B,7/4/2020 23:30,186,0,2,1.301628714,0.119722572
B,7/5/2020 0:00,187,0,2,1.301628714,0.119722572
B,7/5/2020 0:30,187,0,2,1.301628714,0.119722572
B,7/5/2020 1:00,187,0,2,1.301628714,0.119722572
B,7/5/2020 1:30,187,0,2,1.303675834,0.119722572
B,7/5/2020 2:00,187,0.179329743,2,1.303675834,0.119722572
B,7/5/2020 2:30,187,0,2,1.298732848,0.111486647
B,7/5/2020 3:00,187,0.179566472,2,1.301990393,0.115727067
B,7/5/2020 3:30,187,0.388769249,2,1.301990393,0.115727067
B,7/5/2020 4:00,187,0.180114874,2,1.301990393,0.115727067
B,7/5/2020 4:30,187,0.236180043,2,1.301990393,0.115727067
B,7/5/2020 5:00,187,0.180590022,2,1.304162605,0.115727067
B,7/5/2020 5:30,187,0.430753493,2,1.306249403,0.115727067
B,7/5/2020 6:00,187,0.630547628,2,1.306249403,0.115727067
B,7/5/2020 6:30,187,0.630737654,2,1.308289246,0.115727067
B,7/5/2020 7:00,187,0.630944438,2,1.310317304,0.115727067
B,7/5/2020 7:30,187,0.63075295,2,1.30687975,0.111486647
B,7/5/2020 8:00,187,0.431000376,2,1.309009015,0.111486647
B,7/5/2020 8:30,187,0,2,1.309009015,0.111486647
B,7/5/2020 9:00,187,0,2,1.309009015,0.111486647
B,7/5/2020 9:30,187,0,2,1.312267108,0.115727067
B,7/5/2020 10:00,187,0,2,1.312267108,0.115727067
B,7/5/2020 10:30,187,0,2,1.310317304,0.115727067
B,7/5/2020 11:00,187,0,2,1.310317304,0.115727067
B,7/5/2020 11:30,187,0,2,1.31146949,0.119999558
B,7/5/2020 12:00,187,0,2,1.314280157,0.124304248
B,7/5/2020 12:30,187,0,2,1.312548647,0.124304248
B,7/5/2020 13:00,187,0,2,1.310781942,0.124304248
B,7/5/2020 13:30,187,0,2,1.311790549,0.128567277
B,7/5/2020 14:00,187,0,2,1.309917446,0.124517001
B,7/5/2020 14:30,187,0,2,1.309917446,0.124517001
B,7/5/2020 15:00,187,0,2,1.307700548,0.120506914
B,7/5/2020 15:30,187,0,2,1.306119361,0.124517001
B,7/5/2020 16:00,187,0,2,1.306119361,0.124517001
B,7/5/2020 16:30,187,0,2,1.304152919,0.124517001
B,7/5/2020 17:00,187,0,2,1.304152919,0.124517001
B,7/5/2020 17:30,187,0,2,1.307436209,0.128811783
B,7/5/2020 18:00,187,0,2,1.304152919,0.124517001
B,7/5/2020 18:30,187,0,2,1.304152919,0.124517001
B,7/5/2020 19:00,187,0,2,1.302548031,0.120506914
B,7/5/2020 19:30,187,0,2,1.302548031,0.120506914
B,7/5/2020 20:00,187,0,2,1.302548031,0.120506914
B,7/5/2020 20:30,187,0,2,1.304005221,0.11644322
B,7/5/2020 21:00,187,0,2,1.304005221,0.11644322
B,7/5/2020 21:30,187,0,2,1.304641611,0.120506914
B,7/5/2020 22:00,187,0,2,1.304641611,0.120506914
B,7/5/2020 22:30,187,0,2,1.304641611,0.120506914
B,7/5/2020 23:00,187,0,2,1.304641611,0.120506914
B,7/5/2020 23:30,187,0,2,1.304641611,0.120506914
B,7/6/2020 0:00,188,0.140555324,2,1.304641611,0.120506914
B,7/6/2020 0:30,188,0,2,1.304641611,0.120506914
B,7/6/2020 1:00,188,0.140555324,2,1.303666589,0.120506914
B,7/6/2020 1:30,188,0,2,1.303666589,0.120506914
B,7/6/2020 2:00,188,0,2,1.303666589,0.120506914
B,7/6/2020 2:30,188,0.151916007,2,1.305675941,0.120506914
B,7/6/2020 3:00,188,0,2,1.305675941,0.120506914
B,7/6/2020 3:30,188,0.179329743,2,1.305675941,0.120506914
B,7/6/2020 4:00,188,0.38594143,2,1.305675941,0.120506914
B,7/6/2020 4:30,188,0.38869059,2,1.305675941,0.120506914
B,7/6/2020 5:00,188,0.179645833,2,1.305675941,0.120506914
B,7/6/2020 5:30,188,0.179725497,2,1.304157888,0.116244759
B,7/6/2020 6:00,188,0.180114874,2,1.304157888,0.116244759
B,7/6/2020 6:30,188,0.630347609,2,1.304157888,0.116244759
B,7/6/2020 7:00,188,0.630524764,2,1.306241364,0.116244759
B,7/6/2020 7:30,188,0.630524764,2,1.306241364,0.116244759
B,7/6/2020 8:00,188,0,2,1.308312363,0.116244759
B,7/6/2020 8:30,188,0.402580502,2,1.308312363,0.116244759
B,7/6/2020 9:00,188,0,2,1.308312363,0.116244759
B,7/6/2020 9:30,188,0,2,1.308602862,0.120254411
B,7/6/2020 10:00,188,0,2,1.311536456,0.124517001
B,7/6/2020 10:30,188,0,2,1.309758474,0.124517001
B,7/6/2020 11:00,188,0,2,1.309758474,0.124517001
B,7/6/2020 11:30,188,0,2,1.307974639,0.124517001
B,7/6/2020 12:00,188,0,2,1.310736129,0.124801259
B,7/6/2020 12:30,188,0,2,1.311738358,0.125063338
B,7/6/2020 13:00,188,0,2,1.309906299,0.125063338
B,7/6/2020 13:30,188,0,2,1.30802481,0.125063338
B,7/6/2020 14:00,188,0,2,1.306102878,0.125063338
B,7/6/2020 14:30,188,0,2,1.303503704,0.121039121
B,7/6/2020 15:00,188,0,2,1.302132391,0.125063338
B,7/6/2020 15:30,188,0,2,1.303009314,0.125322983
B,7/6/2020 16:00,188,0,2,1.305550859,0.129347637
B,7/6/2020 16:30,188,0,2,1.302093553,0.125322983
B,7/6/2020 17:00,188,0,2,1.3000427,0.125322983
B,7/6/2020 17:30,188,0,2,1.297945849,0.125322983
B,7/6/2020 18:00,188,0,2,1.3000427,0.125322983
B,7/6/2020 18:30,188,0,2,1.3000427,0.125322983
B,7/6/2020 19:00,188,0,2,1.3000427,0.125322983
B,7/6/2020 19:30,188,0,2,1.301283981,0.121244564
B,7/6/2020 20:00,188,0,2,1.302093553,0.125322983
B,7/6/2020 20:30,188,0,2,1.304111044,0.125322983
B,7/6/2020 21:00,188,0,2,1.304111044,0.125322983
B,7/6/2020 21:30,188,0,2,1.300396379,0.121039121
B,7/6/2020 22:00,188,0,2,1.300396379,0.121039121
B,7/6/2020 22:30,188,0,2,1.300396379,0.121039121
B,7/6/2020 23:00,188,0,2,1.304111044,0.125322983
B,7/6/2020 23:30,188,0,2,1.299489311,0.121039121
B,7/7/2020 0:00,189,0,2,1.299489311,0.121039121
B,7/7/2020 0:30,189,0.140416188,2,1.299489311,0.121039121
B,7/7/2020 1:00,189,0.140416188,2,1.299489311,0.121039121
B,7/7/2020 1:30,189,0,2,1.301599618,0.121039121
B,7/7/2020 2:00,189,0.138306022,2,1.301599618,0.121039121
B,7/7/2020 2:30,189,0,2,1.301599618,0.121039121
B,7/7/2020 3:00,189,0,2,1.301599618,0.121039121
B,7/7/2020 3:30,189,0.178341171,2,1.301599618,0.121039121
B,7/7/2020 4:00,189,0.179017948,2,1.301599618,0.121039121
B,7/7/2020 4:30,189,0.385829415,2,1.301599618,0.121039121
B,7/7/2020 5:00,189,0.388573237,2,1.301599618,0.121039121
B,7/7/2020 5:30,189,0.393102251,2,1.301599618,0.121039121
B,7/7/2020 6:00,189,0.179329743,2,1.303663005,0.121039121
B,7/7/2020 6:30,189,0.17910447,2,1.303663005,0.121039121
B,7/7/2020 7:00,189,0.402263456,2,1.303663005,0.121039121
B,7/7/2020 7:30,189,0.234132944,2,1.303663005,0.121039121
B,7/7/2020 8:00,189,0.234132944,2,1.303663005,0.121039121
B,7/7/2020 8:30,189,0.234132944,2,1.303663005,0.121039121
B,7/7/2020 9:00,189,0,2,1.303663005,0.121039121
B,7/7/2020 9:30,189,0,2,1.303663005,0.121039121
B,7/7/2020 10:00,189,0,2,1.299759361,0.116713348
B,7/7/2020 10:30,189,0,2,1.301599618,0.121039121
B,7/7/2020 11:00,189,0,2,1.303663005,0.121039121
B,7/7/2020 11:30,189,0,2,1.300679424,0.120737122
B,7/7/2020 12:00,189,0,2,1.303663005,0.121039121
B,7/7/2020 12:30,189,0,2,1.297499608,0.116713348
B,7/7/2020 13:00,189,0,2,1.297499608,0.116713348
B,7/7/2020 13:30,189,0,2,1.297499608,0.116713348
B,7/7/2020 14:00,189,0,2,1.299489311,0.121039121
B,7/7/2020 14:30,189,0,2,1.296471278,0.121039121
